390,J Morrison,WBA,4,0,4,0,0,0,0,0,4,0,0
391,Y Mulumbu,WBA,4,2,3.7,2,0,0,1,0,6,0,0
392,S Sessegnon,WBA,4,3,4.2,3,0,0,0,1,4,0,0
393,S Sinclair,WBA,4,2,3.9,2,0,0,1,0,2,0,0
394,G Thorne,WBA,4,0,3.5,0,0,0,0,0,0,0,0
395,C Yacob,WBA,4,0,3.6,0,0,0,0,0,5,0,0
396,J Cole,WH,4,3,3.8,0,0,0,0,1,1,0,0
397,J Collison,WH,4,0,3.7,0,0,0,0,0,0,0,0
398,M Diame,WH,4,0,3.7,0,0,0,0,0,6,0,0
399,N Bendtner,ARS,5,0,5.8,0,0,0,0,0,0,0,0
400,O Giroud,ARS,5,16,6.8,10,0,0,2,4,6,0,0
401,L Podolski,ARS,5,6,6.8,0,0,0,0,2,1,0,0
402,Y Sanogo,ARS,5,0,5.6,0,0,0,0,0,0,0,0
403,G Agbonlahor,AV,5,8,6.1,2,0,0,4,0,5,0,0
404,C Benteke,AV,5,12,6.8,3,0,0,0,4,4,0,0
405,J Bowery,AV,5,0,5,0,0,0,0,0,0,0,0
406,N Helenius,AV,5,0,5.6,0,0,0,0,0,0,0,0
407,L Kozak,AV,5,5,5.6,5,0,0,1,1,2,0,0
408,A Weimann,AV,5,5,5.7,3,0,0,1,1,6,0,0
409,F Campbell,CAR,5,8,5.4,0,0,0,1,2,6,0,0
410,A Cornelius,CAR,5,0,5.5,0,0,0,0,0,0,0,0
411,R Gestede,CAR,5,0,5.3,0,0,0,0,0,0,0,0
412,J Mason,CAR,5,0,5.4,0,0,0,0,0,0,0,0
413,N Maynard,CAR,5,0,5.3,0,0,0,0,0,1,0,0
414,P Odemwingie,CAR,5,0,5.8,0,0,0,0,0,1,0,0
415,E Velikonja,CAR,5,0,5.2,0,0,0,0,0,0,0,0
416,D Ba,CHE,5,0,6.8,0,0,0,0,0,1,0,0
417,S Eto'o,CHE,5,2,6.6,2,0,0,1,0,2,0,0
418,F Torres,CHE,5,0,7,0,0,0,0,0,2,0,0
419,K Appiah,CP,5,0,5,0,0,0,0,0,0,0,0
420,M Chamakh,CP,5,3,5.6,0,0,0,0,1,5,0,0
421,D Gayle,CP,5,3,5.3,0,0,0,0,1,5,0,0
422,C Jerome,CP,5,0,5.4,0,0,0,0,0,1,0,0
423,G Murray,CP,5,0,5.7,0,0,0,0,0,0,0,0
424,K Phillips,CP,5,0,5.4,0,0,0,0,0,0,0,0
425,A Wilbraham,CP,5,0,5.1,0,0,0,0,0,1,0,0
426,N Jelavic,EVE,5,4,6.1,2,0,0,2,0,5,0,0
427,A Kone,EVE,5,0,6,0,0,0,0,0,0,0,0
428,R Lukaku,EVE,5,11,6.4,11,0,0,1,3,2,0,0
429,A Vellios,EVE,5,0,5.1,0,0,0,0,0,0,0,0
430,D Bent,FUL,5,3,6,0,0,0,0,1,3,0,0
431,D Berbatov,FUL,5,2,6.7,0,0,0,1,0,5,0,0
432,H Rodallega,FUL,5,0,5.6,0,0,0,0,0,0,0,0
433,B Ruiz,FUL,5,3,5.7,3,0,0,0,1,3,0,0
434,Gedo,HUL,5,0,5.4,0,0,0,0,0,0,0,0
435,D Graham,HUL,5,0,5.7,0,0,0,0,0,5,0,0
436,N Proschwitz,HUL,5,0,5.3,0,0,0,0,0,0,0,0
437,Y Sagbo,HUL,5,2,5.4,0,0,0,1,0,1,0,0
438,I Aspas,LIV,5,2,6,0,0,0,1,0,4,0,0
439,D Sturridge,LIV,5,19,6.7,13,0,0,2,5,6,0,0
440,L Suarez,LIV,5,6,7.8,6,0,0,0,2,1,0,0
441,S Aguero,MC,5,11,7.4,6,0,0,1,3,4,0,0
442,E Dzeko,MC,5,8,7,3,0,0,1,2,4,0,0
443,S Jovetic,MC,5,0,6.7,0,0,0,0,0,1,0,0
444,A Negredo,MC,5,10,6.9,4,0,0,2,2,4,0,0
445,J Hernandez,MU,5,0,6.9,0,0,0,0,0,1,0,0
446,W Rooney,MU,5,13,7.5,9,0,0,2,3,4,0,0
447,R van Persie,MU,5,9,8.6,3,0,0,0,3,4,0,0
448,D Welbeck,MU,5,6,6.5,0,0,0,0,2,4,0,0
449,S Ameobi,NEW,5,0,5.3,0,0,0,0,0,2,0,0
450,S Ameobi,NEW,5,0,5.2,0,0,0,0,0,0,0,0
451,P Cisse,NEW,5,4,6.6,4,0,0,2,0,5,0,0
452,Y Gouffran,NEW,5,5,5.6,5,0,0,1,1,2,0,0
453,L Remy,NEW,5,8,6.4,6,0,0,1,2,3,0,0
454,L Becchio,NOR,5,0,5.4,0,0,0,0,0,0,0,0
455,J Elmander,NOR,5,0,5.7,0,0,0,0,0,3,0,0
456,G Hooper,NOR,5,0,5.7,0,0,0,0,0,0,0,0
457,R v Wolfswinkel,NOR,5,3,6,0,0,0,0,1,6,0,0
458,R Lambert,SOT,5,6,6.4,3,0,0,0,2,6,0,0
459,T Lee,SOT,5,0,5,0,0,0,0,0,0,0,0
460,P Osvaldo,SOT,5,3,6.2,3,0,0,0,1,5,0,0
461,J Rodriguez,SOT,5,0,5.8,0,0,0,0,0,4,0,0
462,P Crouch,STO,5,0,5.9,0,0,0,0,0,2,0,0
463,K Jones,STO,5,0,5.5,0,0,0,0,0,4,0,0
464,J Walters,STO,5,2,5.7,0,0,0,1,0,6,0,0
465,J Altidore,SUN,5,0,5.6,0,0,0,0,0,4,0,0
466,F Borini,SUN,5,0,5.7,0,0,0,0,0,1,0,0
467,J Dong-won,SUN,5,0,5.3,0,0,0,0,0,1,0,0
468,S Fletcher,SUN,5,3,6.2,0,0,0,0,1,3,0,0
469,C Wickham,SUN,5,0,5.3,0,0,0,0,0,1,0,0
470,W Bony,SWA,5,5,6,2,0,0,1,1,3,0,0
471,A Vazquez,SWA,5,2,5.4,2,0,0,1,0,1,0,0
472,E Adebayor,TOT,5,0,6.6,0,0,0,0,0,0,0,0
473,J Defoe,TOT,5,0,6.7,0,0,0,0,0,0,0,0
474,R Soldado,TOT,5,8,6.8,2,0,0,1,2,6,0,0
475,N Anelka,WBA,5,0,6.2,0,0,0,0,0,4,0,0
476,V Anichebe,WBA,5,2,5.7,2,0,0,1,0,2,0,0
477,S Berahino,WBA,5,3,5.3,3,0,0,0,1,1,0,0
